location,date,name,lat,lon,forecast_start_date,forecast_end_date,p_0,p_1,p_2,p_3,predicted_class,p3_sd,p3_min,p3_max
PSP16.41,2022-06-27,Port Clyde,43.92526,-69.259,2022-07-01,2022-07-07,97,3,0,0,0,0,0,0
PSP19.38,2022-06-27,Burntcoat Hbr.,44.14834,-68.44768,2022-07-01,2022-07-07,97,3,0,0,0,0,0,0
PSP19.39,2022-06-27,Back Cove,44.16649,-68.43606,2022-07-01,2022-07-07,96,3,0,0,0,0,0,0
PSP21.03,2022-06-27,Pretty Marsh Hbr.,44.33965,-68.41552,2022-07-01,2022-07-07,99,1,0,0,0,0,0,0
PSP22.01,2022-06-27,Bar Hbr. Bar,44.39342,-68.20833,2022-07-01,2022-07-07,89,10,1,0,0,0,0,0
PSP22.03,2022-06-27,Salisbury Cove,44.43248,-68.28517,2022-07-01,2022-07-07,97,3,0,0,0,0,0,0
PSP12.002,2022-06-28,Sabino,43.857,-69.868,2022-07-02,2022-07-08,96,4,0,0,0,0,0,0
PSP12.21,2022-06-28,Fort St. George,43.75373,-69.78983,2022-07-02,2022-07-08,97,3,0,0,0,0,0,0
PSP12.28,2022-06-28,Bear Island,43.78556,-69.87415,2022-07-02,2022-07-08,70,27,3,0,0,0,0,0
PSP12.3,2022-06-28,Sebasco,43.7637,-69.8616,2022-07-02,2022-07-08,95,4,0,0,0,0,0,0
PSP12.34,2022-06-28,Head Beach,43.71711,-69.84999,2022-07-02,2022-07-08,81,16,3,0,0,0,0,1
PSP14.17,2022-06-28,Sawyer Is.,43.86782,-69.67739,2022-07-02,2022-07-08,99,1,0,0,0,0,0,0
PSP14.2,2022-06-28,Pratts Island,43.81457,-69.6815,2022-07-02,2022-07-08,94,5,0,0,0,0,0,0
PSP14.21,2022-06-28,Newagen,43.78639,-69.65778,2022-07-02,2022-07-08,99,1,0,0,0,0,0,0
PSP14.35,2022-06-28,Ocean Point,43.8138,-69.59961,2022-07-02,2022-07-08,95,5,0,0,0,0,0,0
PSP16.12,2022-06-28,Timber Pt.,44.00908,-69.35513,2022-07-02,2022-07-08,99,1,0,0,0,0,0,0
PSP16.25,2022-06-28,Garrison Is. Bar,43.96986,-69.32865,2022-07-02,2022-07-08,98,2,0,0,0,0,0,0
PSP16.321,2022-06-28,Pleasant Pt. Gut,43.95382,-69.30748,2022-07-02,2022-07-08,98,2,0,0,0,0,0,0
PSP17.06,2022-06-28,Sprucehead,44.00593,-69.12441,2022-07-02,2022-07-08,98,2,0,0,0,0,0,0
PSP19.15,2022-06-28,Stonington,44.15419,-68.65947,2022-07-02,2022-07-08,96,4,0,0,0,0,0,0
PSP19.17,2022-06-28,Inner Hbr.,44.18887,-68.66016,2022-07-02,2022-07-08,99,1,0,0,0,0,0,0
PSP23.07,2022-06-28,Corea Hbr.,44.39319,-67.97628,2022-07-02,2022-07-08,99,1,0,0,0,0,0,0
PSP24.08,2022-06-28,Ripley Pt.,44.52198,-67.79233,2022-07-02,2022-07-08,99,1,0,0,0,0,0,0
PSP25.06,2022-06-28,Kelley Pt.,44.53205,-67.5655,2022-07-02,2022-07-08,98,2,0,0,0,0,0,0
PSP14.01,2022-06-29,Bay Pt.,43.75479,-69.77623,2022-07-03,2022-07-09,97,3,0,0,0,0,0,0
PSP14.02,2022-06-29,Indian Pt.,43.75329,-69.75399,2022-07-03,2022-07-09,98,2,0,0,0,0,0,0
PSP14.05,2022-06-29,Griffith Head,43.784,-69.722,2022-07-03,2022-07-09,99,1,0,0,0,0,0,0
PSP14.08,2022-06-29,Five Islands,43.824,-69.709,2022-07-03,2022-07-09,99,1,0,0,0,0,0,0
PSP15.2,2022-06-29,Graveyard Pt.,43.8782,-69.52402,2022-07-03,2022-07-09,98,2,0,0,0,0,0,0
PSP15.24,2022-06-29,Round Pond,43.94133,-69.45337,2022-07-03,2022-07-09,98,2,0,0,0,0,0,0
PSP15.25,2022-06-29,Christmas Cove Town Landing,43.84476,-69.55365,2022-07-03,2022-07-09,98,2,0,0,0,0,0,0
