location,date,name,lat,lon,forecast_start_date,forecast_end_date,p_0,p_1,p_2,p_3,predicted_class,p3_sd,p3_min,p3_max
PSP12.11,2022-07-17,Ewin Narrows,43.81755,-69.95353,2022-07-21,2022-07-27,96,4,0,0,0,0,0,0
PSP12.13,2022-07-17,Lumbos Hole,43.79553,-69.94557,2022-07-21,2022-07-27,95,5,0,0,0,0,0,0
PSP12.15,2022-07-17,Gurnet,43.85809,-69.91333,2022-07-21,2022-07-27,98,2,0,0,0,0,0,0
PSP12.243,2022-07-17,Dingley Starboard,43.81194,-69.88472,2022-07-21,2022-07-27,98,2,0,0,0,0,0,0
PSP13.03,2022-07-17,Pinkham Pt.,43.79416,-69.9289,2022-07-21,2022-07-27,97,2,0,0,0,0,0,0
PSP26.07,2022-07-17,Cutler Hbr.,44.65701,-67.20525,2022-07-21,2022-07-27,96,4,0,0,0,0,0,0
PSP10.02,2022-07-18,Great Cove Marina,43.09612,-70.76781,2022-07-22,2022-07-28,83,14,3,0,0,0,0,1
PSP11.110,2022-07-18,CAS BA2 Bangs island,43.728,-70.095,2022-07-22,2022-07-28,94,5,0,0,0,0,0,0
PSP11.111,2022-07-18,CAS LON,43.708,-70.159,2022-07-22,2022-07-28,95,5,0,0,0,0,0,0
PSP11.115,2022-07-18,CAS BASK,43.73316,-70.16358,2022-07-22,2022-07-28,94,6,0,0,0,0,0,0
PSP11.117,2022-07-18,CAS CF3,43.7119,-70.18787,2022-07-22,2022-07-28,91,8,1,0,0,0,0,0
PSP14.01,2022-07-18,Bay Pt.,43.75479,-69.77623,2022-07-22,2022-07-28,92,7,1,0,0,0,0,0
PSP14.02,2022-07-18,Indian Pt.,43.75329,-69.75399,2022-07-22,2022-07-28,96,3,0,0,0,0,0,0
PSP14.05,2022-07-18,Griffith Head,43.784,-69.722,2022-07-22,2022-07-28,95,5,0,0,0,0,0,0
PSP15.25,2022-07-18,Christmas Cove Town Landing,43.84476,-69.55365,2022-07-22,2022-07-28,95,5,0,0,0,0,0,0
PSP16.41,2022-07-18,Port Clyde,43.92526,-69.259,2022-07-22,2022-07-28,97,3,0,0,0,0,0,0
PSP21.09,2022-07-18,Bass Hbr.,44.23824,-68.34792,2022-07-22,2022-07-28,87,10,2,0,0,0,0,1
PSP22.03,2022-07-18,Salisbury Cove,44.43248,-68.28517,2022-07-22,2022-07-28,95,5,0,0,0,0,0,0
PSP23.07,2022-07-18,Corea Hbr.,44.39319,-67.97628,2022-07-22,2022-07-28,98,2,0,0,0,0,0,0
PSP14.17,2022-07-19,Sawyer Is.,43.86782,-69.67739,2022-07-23,2022-07-29,98,2,0,0,0,0,0,0
PSP14.2,2022-07-19,Pratts Island,43.81457,-69.6815,2022-07-23,2022-07-29,91,8,1,0,0,0,0,0
PSP14.21,2022-07-19,Newagen,43.78639,-69.65778,2022-07-23,2022-07-29,97,3,0,0,0,0,0,0
PSP14.35,2022-07-19,Ocean Point,43.8138,-69.59961,2022-07-23,2022-07-29,92,7,1,0,0,0,0,0
PSP19.12,2022-07-19,IAH Town Dock,44.0737,-68.64,2022-07-23,2022-07-29,92,7,1,0,0,0,0,0
PSP19.13,2022-07-19,Duck Hbr.,44.0293,-68.65308,2022-07-23,2022-07-29,88,9,2,0,0,0,0,1
PSP19.15,2022-07-19,Stonington,44.15419,-68.65947,2022-07-23,2022-07-29,98,2,0,0,0,0,0,0
PSP24.08,2022-07-19,Ripley Pt.,44.52198,-67.79233,2022-07-23,2022-07-29,98,2,0,0,0,0,0,0
PSP25.06,2022-07-19,Kelley Pt.,44.53205,-67.5655,2022-07-23,2022-07-29,98,2,0,0,0,0,0,0
PSP12.002,2022-07-20,Sabino,43.857,-69.868,2022-07-24,2022-07-30,97,3,0,0,0,0,0,0
PSP12.21,2022-07-20,Fort St. George,43.75373,-69.78983,2022-07-24,2022-07-30,94,6,1,0,0,0,0,0
PSP12.28,2022-07-20,Bear Island,43.78556,-69.87415,2022-07-24,2022-07-30,96,3,0,0,0,0,0,0
PSP12.3,2022-07-20,Sebasco,43.7637,-69.8616,2022-07-24,2022-07-30,96,4,0,0,0,0,0,0
PSP12.34,2022-07-20,Head Beach,43.71711,-69.84999,2022-07-24,2022-07-30,91,8,1,0,0,0,0,0
